ontology ID	label	editor preferred term	has curation status	alternative label	definition	definition source	example of usage	term editor	editor note	curator note	term tracker item	logical type	parent class	input	output	associated axioms
ID	A rdfs:label	A editor preferred term	AI has curation status	A alternative label SPLIT=|	AL definition@en SPLIT=|	A definition source SPLIT=|	A example of usage SPLIT=|	A term editor SPLIT=|	A editor note SPLIT=|	A curator note SPLIT=|	A term tracker item	CLASS_TYPE	C %	C 'has specified input' some %	C 'has specified output' some %	C %
